,Player,Team,EV_xGF,EV_xGA,EV_TOI,Game_Id,xGF/60,xGA/60,xGF%
263,RYAN LINDGREN,NYR,4.471109312493351,6.597347732225897,116.63333333333333,211008,2.300084813514728,3.393891374108778,40.39505501470518
264,RYAN LOMBERG,FLA,1.726245326804927,2.127425515092908,45.900000000000006,120450,2.2565298389606885,2.780948385742363,44.79483063360946
265,RYAN MCLEOD,EDM,3.9174631242640285,2.259010247071272,86.38333333333333,211342,2.720985384401023,1.5690597895922398,63.425564861086855
266,RYAN NUGENT-HOPKINS,EDM,4.3899643169715965,5.659485535987184,104.31666666666666,211342,2.5249834703782947,3.255176214979048,43.68362827024898
267,RYAN O'REILLY,TOR,4.110466342419382,6.386105102836151,121.94999999999999,241164,2.0223696641669777,3.1419951305466918,39.160085403670735
268,RYAN PULOCK,NYI,5.600676351808939,6.740300825797018,128.01666666666665,180801,2.624975246258584,3.1591046703384023,45.38276241181269
269,RYAN REAVES,MIN,1.2341717863455404,1.226126640918663,51.199999999999996,180981,1.44629506212368,1.4368671573265583,50.16349938157346
270,RYAN SUTER,DAL,6.992043931037181,5.538753221044312,169.73333333333332,241444,2.4716573204766155,1.9579253334406443,55.79887573134747
271,SAKU MAENALANEN,WPG,0.3041187010239803,2.195124843390657,34.28333333333333,150865,0.5322446882286481,3.841735263104699,12.168429991692134
272,SAM BENNETT,FLA,6.277611920842897,5.901576754986305,129.31666666666666,241110,2.912669534093882,2.7381977468682432,51.54376114807578
273,SAM LAFFERTY,TOR,2.322581544052808,3.4188536875881232,58.9,180827,2.3659574302745074,3.482703247118631,40.45297822490636
274,SAM REINHART,FLA,5.154314457555298,4.548005501041184,136.2,271221,2.2706231090551974,2.0035266524410504,53.12455659626494
275,SAM STEEL,MIN,2.30523731803987,3.511673755478112,68.43333333333334,150818,2.0211530309165933,3.078915129011496,39.62992194490772
276,SAMUEL BOLDUC,NYI,0.8865117612294846,1.2278577331453555,13.983333333333334,60263,3.8038645297093496,5.26851947475957,41.92794890334915
277,SAMUEL GIRARD,COL,4.2140016844496095,5.333749602548773,128.66666666666666,211078,1.9650785057018905,2.4872407473025366,44.13606468978734
278,SCOTT MAYFIELD,NYI,2.7181090483209087,4.73734341486124,103.89999999999999,180801,1.5696491135635662,2.7357132328361344,36.45800253900031
279,SEAN DURZI,L.A,2.2988424191717045,5.474140586331483,86.61666666666667,181101,1.5924249969247903,3.7919773159117445,29.57477737368201
280,SEAN WALKER,L.A,0.620765323285013,1.329113213345408,26.900000000000002,60371,1.3846066690372034,2.964564788131021,31.836102178844207
281,SEBASTIAN AHO,CAR,5.934718780219552,4.424558163387697,103.15,241244,3.452090419904732,2.5736644673122813,57.28892868224641
282,SEBASTIAN AHO,NYI,2.8486437194514993,4.215071997197808,79.03333333333333,180801,2.162614380013791,3.199970305759618,40.32783642095327
283,SETH JARVIS,CAR,5.958072027191518,4.283794270479118,105.91666666666666,241244,3.3751470177638816,2.426696990357958,58.173694657062605
284,SHAYNE GOSTISBEHERE,CAR,4.755931112566028,4.916922175791112,114.71666666666667,241244,2.487483946714761,2.571686740207468,49.16782019521136
285,SHEA THEODORE,VGK,4.138058790238572,2.4312042307574275,96.71666666666667,150931,2.567122461633441,1.5082431898546853,62.99121799527491
286,STEFAN NOESEN,CAR,3.9350456679821915,5.336651071440424,100.9,241244,2.3399676915652274,3.173429774890242,42.44148378204227
287,STEVEN STAMKOS,T.B,4.35270807216875,4.001582505181429,91.60000000000001,180741,2.851118824564683,2.621123911690892,52.10146848338791
288,TANNER JEANNOT,T.B,2.0645450414158395,2.0983586679212736,39.6,90369,3.1280985475997567,3.1793313150322327,49.59386970169893
289,TAYLOR HALL,BOS,3.650635825819333,3.236270349356343,91.6,210798,2.3912461741174673,2.119827739753063,53.00835720658282
290,TEUVO TERAVAINEN,CAR,0.8628039541654282,0.8344309312524267,21.733333333333334,60263,2.381974106591673,2.303643675236761,50.83586023233361
291,THOMAS HARLEY,DAL,7.74153704452328,3.7594390715239534,119.85000000000001,241444,3.8756130385598397,1.8820721259193756,67.31200001121267
292,TIMO MEIER,N.J,7.561082080996125,4.4143716436810765,111.98333333333333,241230,4.051182540792685,2.365193915352266,63.13816791271459
293,TIMOTHY LILJEGREN,TOR,1.4360279068350779,2.000608214992097,37.68333333333334,90549,2.28646637090061,3.185400076944515,41.78585849442731
294,TJ BRODIE,TOR,7.696336325956505,5.538713361602272,156.68333333333334,241164,2.9472195270123835,2.1209837359608743,58.151170623796155
295,TOMAS NOSEK,BOS,2.2508488489547718,3.059114917414261,67.08333333333333,210798,2.0131815791893612,2.7361027832773517,42.38915646111664
296,TOMAS TATAR,N.J,4.6323137397412175,4.596932519925755,117.44999999999999,271451,2.3664438006340833,2.3483691034103473,50.19167989898635
297,TRENT FREDERIC,BOS,2.286380048142744,1.805805156473069,50.3,150567,2.727292303947607,2.154041936150778,55.871861458367114
298,TREVOR MOORE,L.A,5.384811543859538,4.645782078849149,102.18333333333332,181101,3.1618531329137722,2.7279098815620513,53.683877010714845
299,TY DELLANDREA,DAL,4.097061553853561,3.3556731468997865,101.60000000000001,241444,2.4195245396772997,1.9816967402951493,54.97393531852699
300,TYE KARTYE,SEA,2.8731382836122044,1.1977339296136034,52.75,150931,3.2680245879949243,1.3623513891339563,70.57795315406118
301,TYLER BERTUZZI,BOS,3.1201468050712684,5.256163391051811,98.88333333333333,210798,1.8932291417927805,3.1893120188414836,37.24965685386638
302,TYLER MOTTE,NYR,2.0992838804377225,3.2562581331585516,66.93333333333334,211008,1.881828179675249,2.918956493867227,39.198345846381336
303,TYLER SEGUIN,DAL,5.633217752561901,3.302506112609987,113.41666666666667,241444,2.980100500987927,1.747100955972954,63.04153796110552
304,VALERI NICHUSHKIN,COL,1.3533710225019595,0.7451451555825759,31.283333333333335,60303,2.5957036126835664,1.4291542674998792,64.49180790863748
305,VICTOR HEDMAN,T.B,6.257318854331967,3.2353265993297073,102.58333333333334,150619,3.6598453087888023,1.892311252248082,65.91754516564487
306,VIKTOR ARVIDSSON,L.A,6.0359411137178505,4.447384112281721,97.65,181101,3.7087195783212596,2.7326476880379236,57.57658933205833
307,VINCE DUNN,SEA,8.059169987449415,9.71304190217051,193.61666666666667,271541,2.4974616471393554,3.009981135216823,45.34702848189915
308,VINCENT DESHARNAIS,EDM,3.4431372277904275,2.8525868161814274,78.93333333333332,211342,2.6172495819352912,2.1683514650027744,54.6900913023217
309,VINCENT TROCHECK,NYR,4.706537916557861,5.967499318998303,103.05000000000001,211008,2.740342309495115,3.474526532167862,44.09332488442111
310,VLADIMIR TARASENKO,NYR,2.8968880623579003,4.897258546436203,88.18333333333334,211008,1.9710446086729239,3.3320980470932393,37.16748231409137
311,VLADISLAV GAVRIKOV,L.A,6.8617233302211345,4.766738855047148,117.51666666666665,181101,3.5033617910645423,2.4337342048177186,59.00800312971759
312,VLADISLAV NAMESTNIKOV,WPG,1.7368028135970215,2.6890873615629953,74.81666666666666,150865,1.3928469879592955,2.1565414349803484,39.241886826399345
313,WARREN FOEGELE,EDM,4.767289526294913,2.4950819503283115,80.98333333333333,211342,3.532052334772934,1.8485892202473597,65.64370249635803
314,WILL BORGEN,SEA,5.3178592933108995,8.043471464654427,151.08333333333334,271541,2.111891169985575,3.194318507750241,39.80037160700232
315,WILLIAM CARRIER,VGK,0.8373761749826365,0.9510031607933336,20.2,60416,2.4872559652949597,2.824761863742575,46.82318556422497
316,WILLIAM KARLSSON,VGK,3.920156738488001,3.114874254679305,84.8,181106,2.773695805533963,2.2039204632164893,55.72337552308453
317,WILLIAM NYLANDER,TOR,7.406408791430291,6.392892858711998,127.7,241164,3.4799101604214364,3.0037084692460443,53.67234501576333
318,WYATT JOHNSTON,DAL,6.863994905259457,4.652989866910498,129.2,241444,3.1876137330926273,2.1608312075435747,59.59888843341926
319,YANNI GOURDE,SEA,6.164652801468033,7.847894962644199,161.54999999999998,271541,2.289564643070764,2.9147242201092665,43.99380401939773
320,YEGOR SHARANGOVICH,N.J,2.170168299693614,0.8040239691035812,27.0,90510,4.822596221541364,1.7867199313412916,72.96664450584629
321,ZAC DALPE,FLA,1.8732021960895497,2.457910322817041,41.03333333333333,180885,2.739044640910796,3.5940199683758522,43.24990837602271
322,ZACH ASTON-REESE,TOR,1.528613127302377,2.2975399524439104,53.08333333333333,180826,1.727788778112577,2.596905440752929,39.951698101000694
323,ZACH BOGOSIAN,T.B,2.6236210525967154,2.149143563816322,60.28333333333333,150620,2.6112899611136786,2.1390425296485374,54.970677656600905
324,ZACH HYMAN,EDM,5.371387028368186,6.77590475894976,117.03333333333333,211342,2.753772899761531,3.47383325722289,44.21880302551091
325,ZACH PARISE,NYI,2.7277542367810357,2.708969476399941,65.25,180801,2.508279757959573,2.491006415080405,50.1727580926685
326,ZACH WHITECLOUD,VGK,3.331520767649633,3.192550506908443,101.91666666666667,181106,1.961320484634289,1.8795064308864093,51.065057805876
327,ZACK MACEWEN,L.A,0.1100181862711906,0.7143737580627201,6.666666666666667,30183,0.9901636764407153,6.42936382256448,13.345373766368219
